orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
110000000,en,Tomorrow Never Dies,42.887121,1997-12-11,333011068,119,Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,6.0,925
110000000,en,The Patriot,23.657284,2000-06-28,215294342,165,Released,Some things are worth fighting for.,6.8,1099
110000000,en,Ocean's Twelve,76.840712,2004-12-09,362744280,125,Released,Twelve is the new eleven.,6.4,2124
110000000,en,Mr. & Mrs. Smith,44.635452,2005-06-07,478207520,120,Released,Smart and sexy.,6.5,2965
110000000,en,Insurgent,103.718387,2015-03-18,295238201,119,Released,One Choice Can Destroy You,6.2,3829
116000000,en,The Aviator,45.616098,2004-12-17,102000000,170,Released,"For some men, the sky was the limit. For him, it was just the beginning.",7.0,1489
112000000,en,Gulliver's Travels,22.845143,2010-12-25,237382724,85,Released,Something big is going down.,4.9,621
120000000,en,The Green Hornet,31.703608,2011-01-12,227817248,119,Released,Breaking the Law to Protect It.,5.5,1251
110000000,en,300: Rise of an Empire,71.510596,2014-03-05,337580051,102,Released,Seize your glory!,6.1,2397
110000000,en,The Smurfs,36.65422,2011-07-29,563749323,103,Released,Smurf Happens.,5.5,1179
110000000,en,Home on the Range,19.625972,2004-04-02,103951461,76,Released,Bust a Moo,5.7,389
110000000,en,Allegiant,86.105615,2016-03-09,179246868,121,Released,Break the boundaries of your world,5.9,1998
110000000,en,Real Steel,37.195046,2011-09-28,299268508,127,Released,"If you get one shot, make it real.",6.6,2692
105000000,en,The Smurfs 2,32.473628,2013-07-30,347434178,105,Released,Get ready to get naughty!,5.5,695
160000000,en,Speed 2: Cruise Control,23.336875,1997-06-13,164508066,121,Released,"As the stakes get higher, the ride gets even faster.",4.1,434
110000000,en,Ender's Game,45.94834,2013-10-23,125537191,114,Released,This is not a game.,6.6,2303
110000000,en,Live Free or Die Hard,48.93337,2007-06-20,383531464,128,Released,The old school cop is back!,6.4,2089
93000000,en,The Lord of the Rings: The Fellowship of the Ring,138.049577,2001-12-18,871368364,178,Released,One ring to rule them all,8.0,8705
110000000,en,Around the World in 80 Days,22.643776,2004-06-16,72178895,120,Released,Let your imagination soar.,5.7,672
107000000,en,Ali,18.866672,2001-12-11,87713825,157,Released,Float like a butterfly and sting like a bee.,6.7,447
0,en,The Cat in the Hat,18.251129,2003-11-21,0,82,Released,Don't mess with the hat.,4.9,366
120000000,en,"I, Robot",95.914473,2004-07-15,347234916,115,Released,Laws are made to be broken.,6.7,3793
130000000,en,Kingdom of Heaven,44.490453,2005-05-03,211643158,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",6.6,1157
133000000,en,Stuart Little,30.475297,1999-12-17,300135367,84,Released,The Little Family Just Got Bigger,5.8,959
105000000,en,The Princess and the Frog,62.479574,2009-12-08,267045765,97,Released,Every Love Story Begins With a Kiss...,6.7,1247
108000000,en,The Martian,167.93287,2015-09-30,630161890,141,Released,Bring Him Home,7.6,7268
126000000,en,The Island,37.68056,2005-07-20,162949164,136,Released,Your time will come...,6.5,1770
90000000,en,Town & Country,1.004579,2001-04-27,10372291,104,Released,There's no such thing as a small affair.,3.7,16
90000000,en,Gone in Sixty Seconds,52.995628,2000-06-09,237202299,118,Released,"Ice Cold, Hot Wired.",6.1,1485
103000000,en,Gladiator,95.301296,2000-05-01,457640427,155,Released,A Hero Will Rise.,7.9,5439
102000000,en,Minority Report,65.948959,2002-06-20,358372926,145,Released,The system is perfect until it comes after you.,7.1,2608
100000000,en,Harry Potter and the Chamber of Secrets,132.397737,2002-11-13,876688482,161,Released,Hogwarts is back in session.,7.4,5815
150000000,en,Casino Royale,88.935165,2006-11-14,599045960,144,Released,Everyone has a past. Every legend has a beginning.,7.3,3855
100000000,en,Planet of the Apes,51.188633,2001-07-25,362211740,119,Released,You'll be sorry you were ever born human,5.6,1243
100000000,en,Terminator 2: Judgment Day,101.74155,1991-07-01,520000000,137,Released,It's nothing personal.,7.7,4185
80000000,en,Public Enemies,33.691694,2009-07-01,214104620,140,Released,America's Most Wanted.,6.5,1344
100000000,en,American Gangster,42.361215,2007-11-02,266465037,157,Released,There are two sides to the American dream,7.4,1502
115000000,en,True Lies,38.729418,1994-07-14,378882411,141,Released,"When he said I do, he never said what he did.",6.8,1116
100000000,en,The Taking of Pelham 1 2 3,40.597856,2009-06-11,150166126,106,Released,I can't get it out of my head. I'm gonna die today.,6.2,954
100000000,en,Little Fockers,32.389353,2010-12-21,310650585,98,Released,"Kids bring everyone closer, right?",5.4,1060
100000000,en,The Other Guys,24.399642,2010-08-06,170432927,107,Released,When the cops are busy... Our only hope is...,6.1,1383
100000000,en,Eraser,24.507987,1996-06-21,242295562,115,Released,He will erase your past to protect your future.,5.6,543
100000000,en,Django Unchained,82.121691,2012-12-25,425368238,165,Released,"Life, liberty and the pursuit of vengeance.",7.8,10099
100000000,en,The Hunchback of Notre Dame,46.727941,1996-06-21,100138851,91,Released,,6.8,1129
100000000,en,The Emperor's New Groove,51.113717,2000-12-09,169327687,78,Released,It's All About.....ME!,7.2,1490
100000000,en,The Expendables 2,53.732892,2012-08-08,312573423,103,Released,Back for War.,6.1,2896
100000000,en,National Treasure,58.849256,2004-11-19,347451894,131,Released,The greatest adventure history has ever revealed.,6.4,1926
100000000,en,Eragon,30.863434,2006-12-14,249288105,104,Released,"As darkness falls, the last dragon will choose its rider.",4.9,967
100000000,en,Where the Wild Things Are,31.586215,2009-10-16,100086793,101,Released,There's one in all of us.,6.4,572
100000000,en,Epic,36.711378,2013-05-15,268426634,102,Released,Discover a world beyond your imagination,6.4,1121
100000000,en,The Tourist,41.426678,2010-12-08,278731369,103,Released,It all started when he met a woman,6.0,1699
100000000,en,End of Days,20.652943,1999-11-24,211989043,121,Released,Prepare for the end.,5.5,482
100000000,en,Blood Diamond,52.792678,2006-12-07,170877916,143,Released,It will cost you everything.,7.3,2281
100000000,en,The Wolf of Wall Street,95.007934,2013-12-25,392000694,180,Released,EARN. SPEND. PARTY.,7.9,6571
100000000,en,Batman Forever,48.205606,1995-05-31,336529144,121,Released,"Courage now, truth always...",5.2,1498
105000000,en,Starship Troopers,58.782359,1997-11-06,121214377,129,Released,The only good bug is a dead bug.,6.7,1560
102000000,en,Cloud Atlas,73.872343,2012-10-26,130482868,172,Released,Everything is Connected,6.6,2977
80000000,en,Legend of the Guardians: The Owls of Ga'Hoole,37.321848,2010-07-10,140073390,97,Released,On his way to finding a legend...he will become one.,6.5,703
100000000,en,Catwoman,32.271938,2004-07-22,82102379,104,Released,CATch her in IMAX,4.2,808
100000000,en,Hercules,76.842247,2014-07-23,243400000,99,Released,"Before he was a legend, he was a man.",5.6,1680
140000000,en,Treasure Planet,38.924136,2002-11-26,109578115,95,Released,Find your place in the universe.,7.2,948
100000000,en,Land of the Lost,19.38841,2009-06-05,68688831,102,Released,Right place. Wrong time.,5.3,381
90000000,en,The Expendables 3,61.025639,2014-08-04,206172544,127,Released,New team. New attitude. New mission.,6.1,1795
105000000,en,Point Break,33.507289,2015-12-03,133718711,114,Released,The only law that matters is gravity,5.5,783
84000000,en,Son of the Mask,17.815595,2005-02-18,0,94,Released,Who's next?,3.6,338
100000000,en,In the Heart of the Sea,50.767332,2015-11-20,93820758,122,Released,Based on the incredible true story that inspired Moby Dick,6.5,1276
100000000,en,The Adventures of Pluto Nash,12.092241,2002-08-15,7103973,95,Released,Action's future has arrived...,4.4,142
100000000,en,Green Zone,30.254021,2010-03-11,94882889,115,Released,Chief Warrant Officer Roy Miller is done following orders,6.4,717
99000000,en,The Peanuts Movie,34.308098,2015-11-05,246233113,88,Released,The story of an underdog. And his dog.,6.5,604
10000000,en,The Spanish Prisoner,3.091077,1997-09-08,13835130,110,Released,It's the oldest con in the book.,7.1,73
98000000,en,The Mummy Returns,41.862983,2001-04-28,433013274,130,Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,6.0,2206
100000000,en,Gangs of New York,46.160048,2002-12-14,193772504,167,Released,America was born in the streets.,7.1,1910
94000000,zh,金陵十三釵,12.516546,2011-12-15,95311434,145,Released,,7.1,187
85000000,en,Surf's Up,23.230851,2007-06-08,149044513,85,Released,"In the coldest place on Earth, he's the hottest thing around.",5.9,601
90000000,en,The Stepford Wives,19.224754,2004-06-10,102000000,93,Released,The wives of Stepford have a secret.,5.4,334
92000000,en,Black Hawk Down,44.455166,2001-12-28,172989651,144,Released,Leave No Man Behind.,7.2,1811
0,en,The Campaign,16.460356,2012-08-09,104907746,85,Released,May The Best Loser Win.,5.6,578
90000000,en,The Fifth Element,109.528572,1997-05-07,263920180,126,Released,There is no future without it.,7.3,3885
100000000,en,Sex and the City 2,18.325897,2010-05-26,288347692,146,Released,Carrie on.,5.4,426
95000000,en,The Road to El Dorado,37.054554,2000-03-31,76432727,89,Released,They came for the gold... they stayed for the adventure.,7.0,858
95000000,en,Ice Age: Continental Drift,65.229868,2012-06-26,877244782,88,Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",6.2,2672
95000000,en,Cinderella,101.187052,2015-03-12,543514353,105,Released,Midnight is just the beginning.,6.7,2374
65000000,en,The Lovely Bones,29.257137,2009-12-26,93525586,136,Released,The story of a life and everything that came after...,6.6,1065
94000000,en,Finding Nemo,85.688789,2003-05-30,940335536,100,Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",7.6,6122
94000000,en,The Lord of the Rings: The Return of the King,123.630332,2003-12-01,1118888979,201,Released,The eye of the enemy is moving.,8.1,8064
79000000,en,The Lord of the Rings: The Two Towers,106.914973,2002-12-18,926287400,179,Released,A New Power Is Rising.,8.0,7487
95000000,en,Seventh Son,63.628459,2014-12-12,114178613,102,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",5.2,957
115000000,en,Lara Croft: Tomb Raider,41.498631,2001-06-11,274703340,100,Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,5.7,2192
100000000,en,Transcendence,58.991388,2014-04-16,103039258,119,Released,"Yesterday, Dr. Will Caster was only human...",5.9,2295
93000000,en,Jurassic Park III,1.859364,2001-07-18,368780809,92,Released,"This time, it's not just a walk in the park!",5.7,2077
93000000,en,Rise of the Planet of the Apes,138.433168,2011-08-03,482860185,105,Released,Evolution Becomes Revolution.,7.0,4347
90000000,en,The Spiderwick Chronicles,21.436682,2008-02-14,162839667,95,Released,Their World Is Closer Than You Think.,6.3,572
92000000,en,A Good Day to Die Hard,65.402595,2013-02-06,304654182,98,Released,Yippee Ki-Yay Mother Russia,5.2,3493
145000000,en,The Alamo,10.660441,2004-04-07,25819961,137,Released,You will never forget,5.8,106
92000000,en,The Incredibles,77.817571,2004-11-05,631442092,115,Released,"No gut, no glory",7.4,5152
98000000,en,Cutthroat Island,7.029308,1995-12-22,10017322,119,Released,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,5.7,136
95000000,en,Percy Jackson & the Olympians: The Lightning Thief,61.121717,2010-02-01,226497209,118,Released,Worlds Collide,6.0,2010
90000000,en,Men in Black,104.121555,1997-07-02,589390539,98,Released,Protecting the Earth from the scum of the universe.,6.9,4412
90000000,en,Toy Story 2,73.575118,1999-10-30,497366869,92,Released,The toys are back!,7.3,3806
100000000,en,Unstoppable,37.698465,2010-11-04,167805466,98,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",6.3,1165
90000000,en,Rush Hour 2,35.814765,2001-08-03,347325802,90,Released,Get ready for a second Rush!,6.4,1054
100000000,en,What Lies Beneath,15.835672,2000-07-21,155464351,130,Released,He was the perfect husband until his one mistake followed them home.,6.3,488
100000000,en,Cloudy with a Chance of Meatballs,46.781182,2009-09-17,242988466,90,Released,Prepare to get served.,6.5,1747
90000000,en,Ice Age: Dawn of the Dinosaurs,69.457898,2009-06-29,886686817,94,Released,You Won't Believe Your Ice!,6.5,2271
90000000,en,The Secret Life of Walter Mitty,43.348022,2013-12-18,188133322,114,Released,"Stop Dreaming, Start Living",7.0,3144
92000000,en,Charlie's Angels,40.20395,2000-11-02,264105545,98,Released,Get Some Action,5.6,1232
90000000,en,The Departed,63.429157,2006-10-05,289847354,151,Released,Lies. Betrayal. Sacrifice. How far will you take it?,7.9,4339
90000000,en,Mulan,67.427755,1998-06-18,304320254,88,Released,"This time, the princess saves the prince.",7.6,2008
92000000,en,Tropic Thunder,43.192048,2008-08-09,188072649,107,Released,The movie they think they're making... isn't a movie anymore.,6.5,1667
90000000,en,The Girl with the Dragon Tattoo,47.651083,2011-12-14,232617430,158,Released,Evil shall with evil be expelled.,7.2,2434
90000000,en,Die Hard: With a Vengeance,51.881077,1995-05-19,366101666,128,Released,Think fast. Look alive. Die hard.,6.9,2066
90000000,en,Sherlock Holmes,57.834787,2009-12-23,524028679,128,Released,Nothing escapes him.,7.0,5766
100000000,en,Ben-Hur,29.608322,2016-08-17,94061311,125,Released,First to finish. Last to die.,5.3,621
120000000,en,Atlantis: The Lost Empire,51.548589,2001-06-02,186053725,95,Released,Atlantis is waiting...,6.7,1224
0,en,Alvin and the Chipmunks: The Road Chip,27.867368,2015-12-17,233755553,92,Released,Fast & furry-ous,5.8,428
75000000,en,Valkyrie,38.832842,2008-12-25,200276000,121,Released,Many saw evil. They dared to stop it.,6.7,1173
90000000,en,You Don't Mess with the Zohan,40.597344,2008-06-05,201596308,113,Released,Lather. Rinse. Save the world.,5.5,1048
88000000,en,Pixels,140.849495,2015-07-16,243637091,105,Released,Game On.,5.6,2513
100000000,en,A.I. Artificial Intelligence,34.035114,2001-06-29,235926552,146,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",6.8,1974
90000000,en,The Haunted Mansion,16.302378,2003-11-25,182290266,99,Released,Check your pulse at the door... if you have one.,5.2,466
90000000,en,Contact,55.249434,1997-07-11,171120329,150,Released,"If it's just us, it seems like an awful waste of space.",7.2,1308
95000000,en,Hollow Man,28.200874,2000-08-04,190213455,112,Released,What would you do if you knew you couldn't be seen?,5.6,634
80000000,en,The Interpreter,18.69984,2005-04-08,162944923,128,Released,The truth needs no translation.,6.2,392
90000000,en,Percy Jackson: Sea of Monsters,40.262261,2013-08-07,174578751,106,Released,"Where There Are Gods, There Are Monsters.",5.9,1648
95000000,en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,2003-07-21,156505388,117,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,5.5,1418
90000000,en,Now You See Me 2,51.535701,2016-06-02,334901337,129,Released,You Haven't Seen Anything Yet,6.7,3235
68000000,en,The Saint,20.913852,1997-04-03,118063304,116,Released,Never reveal your name. Never turn your back. Never surrender your heart.,5.9,302
92000000,en,Spy Game,27.166757,2001-11-18,143049560,126,Released,It's not how you play the game. It's how the game plays you.,6.8,579
90000000,en,Mission to Mars,16.058284,2000-03-10,60874615,114,Released,Let There Be Life.,5.7,369
90000000,en,Rio,46.200042,2011-04-03,484635760,96,Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,6.5,2166
100000000,en,Bicentennial Man,24.939295,1999-12-17,93700000,131,Released,One robot's 200 year journey to become an ordinary man.,6.9,963
90000000,en,Volcano,19.836124,1997-04-25,0,104,Released,The coast is toast,5.2,376
90000000,en,The Devil's Own,15.350451,1997-03-12,140807547,107,Released,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",5.9,290
